experiment simulation item wn word fixdur
STAUB10 64 ORC 6 "noticed" 165
STAUB10 64 ORC 7 "hurried" 192
STAUB10 64 ORC 8 "to" 422
STAUB10 64 ORC 9 "the" 571
STAUB10 64 ORC 10 "clinic" 447
STAUB10 65 SRC 1 "The" 422
STAUB10 65 SRC 1 "The" 177
STAUB10 65 SRC 2 "employees" 169
STAUB10 65 SRC 3 "who" 332
STAUB10 65 SRC 5 "the" 578
STAUB10 65 SRC 6 "fireman" 448
STAUB10 65 SRC 7 "hurried" 479
STAUB10 65 SRC 8 "to" 485
STAUB10 65 SRC 9 "the" 573
STAUB10 65 SRC 10 "clinic" 458
STAUB10 65 ORC 1 "The" 476
STAUB10 65 ORC 1 "The" 182
STAUB10 65 ORC 2 "employees" 144
STAUB10 65 ORC 3 "who" 343
STAUB10 65 ORC 5 "fireman" 556
STAUB10 65 ORC 4 "the" 590
STAUB10 65 ORC 5 "fireman" 580
STAUB10 65 ORC 7 "hurried" 191
STAUB10 65 ORC 8 "to" 264
STAUB10 65 ORC 10 "clinic" 193
STAUB10 66 SRC 1 "The" 409
STAUB10 66 SRC 1 "The" 200
STAUB10 66 SRC 2 "employees" 200
STAUB10 66 SRC 3 "who" 270
STAUB10 66 SRC 4 "noticed" 299
STAUB10 66 SRC 6 "fireman" 218
STAUB10 66 SRC 7 "hurried" 261
STAUB10 66 SRC 8 "to" 169
STAUB10 66 SRC 9 "the" 191
STAUB10 66 SRC 10 "clinic" 166
STAUB10 66 ORC 1 "The" 586
STAUB10 66 ORC 2 "employees" 232
STAUB10 66 ORC 3 "who" 242
STAUB10 66 ORC 3 "who" 164
STAUB10 66 ORC 2 "employees" 194
STAUB10 66 ORC 3 "who" 345
STAUB10 66 ORC 5 "fireman" 226
STAUB10 66 ORC 6 "noticed" 265
STAUB10 66 ORC 8 "to" 581
STAUB10 66 ORC 10 "clinic" 488
STAUB10 67 SRC 1 "The" 401
STAUB10 67 SRC 1 "The" 220
STAUB10 67 SRC 2 "employees" 178
STAUB10 67 SRC 3 "who" 217
STAUB10 67 SRC 4 "noticed" 228
STAUB10 67 SRC 5 "the" 359
STAUB10 67 SRC 7 "hurried" 168
STAUB10 67 SRC 8 "to" 212
STAUB10 67 SRC 9 "the" 188
STAUB10 67 SRC 10 "clinic" 198
STAUB10 67 ORC 1 "The" 449
STAUB10 67 ORC 1 "The" 177
STAUB10 67 ORC 2 "employees" 137
STAUB10 67 ORC 3 "who" 272
STAUB10 67 ORC 4 "the" 182
STAUB10 67 ORC 1 "The" 272
STAUB10 67 ORC 2 "employees" 181
STAUB10 67 ORC 3 "who" 277
STAUB10 67 ORC 5 "fireman" 198
STAUB10 67 ORC 6 "noticed" 241
STAUB10 67 ORC 7 "hurried" 180
STAUB10 67 ORC 8 "to" 162
STAUB10 67 ORC 9 "the" 334
STAUB10 68 SRC 1 "The" 438
STAUB10 68 SRC 1 "The" 203
STAUB10 68 SRC 2 "employees" 190
STAUB10 68 SRC 3 "who" 184
STAUB10 68 SRC 4 "noticed" 214
STAUB10 68 SRC 5 "the" 167
STAUB10 68 SRC 6 "fireman" 130
STAUB10 68 SRC 7 "hurried" 238
STAUB10 68 SRC 8 "to" 192
STAUB10 68 SRC 9 "the" 184
STAUB10 68 SRC 10 "clinic" 208
STAUB10 68 ORC 1 "The" 567
STAUB10 68 ORC 2 "employees" 179
STAUB10 68 ORC 3 "who" 341
STAUB10 68 ORC 5 "fireman" 518
STAUB10 68 ORC 4 "the" 241
STAUB10 68 ORC 4 "the" 206
STAUB10 68 ORC 5 "fireman" 507
STAUB10 68 ORC 6 "noticed" 423
STAUB10 68 ORC 9 "the" 250
STAUB10 69 SRC 1 "The" 486
STAUB10 69 SRC 1 "The" 154
STAUB10 69 SRC 2 "employees" 226
STAUB10 69 SRC 3 "who" 233
STAUB10 69 SRC 4 "noticed" 193
STAUB10 69 SRC 5 "the" 200
STAUB10 69 SRC 6 "fireman" 220
STAUB10 69 SRC 7 "hurried" 206
STAUB10 69 SRC 8 "to" 149
STAUB10 69 SRC 9 "the" 195
STAUB10 69 SRC 10 "clinic" 189
STAUB10 69 ORC 1 "The" 445
STAUB10 69 ORC 1 "The" 322
STAUB10 69 ORC 3 "who" 324
STAUB10 69 ORC 4 "the" 181
STAUB10 69 ORC 3 "who" 248
STAUB10 69 ORC 4 "the" 161
STAUB10 69 ORC 5 "fireman" 165
STAUB10 69 ORC 6 "noticed" 148
STAUB10 69 ORC 7 "hurried" 154
STAUB10 69 ORC 8 "to" 486
STAUB10 69 ORC 9 "the" 511
STAUB10 69 ORC 10 "clinic" 487
STAUB10 70 SRC 1 "The" 405
STAUB10 70 SRC 1 "The" 279
STAUB10 70 SRC 2 "employees" 231
STAUB10 70 SRC 3 "who" 172
STAUB10 70 SRC 4 "noticed" 208
STAUB10 70 SRC 5 "the" 199
STAUB10 70 SRC 6 "fireman" 184
STAUB10 70 SRC 7 "hurried" 168
STAUB10 70 SRC 8 "to" 202
STAUB10 70 SRC 9 "the" 157
STAUB10 70 SRC 10 "clinic" 219
STAUB10 70 ORC 1 "The" 470
STAUB10 70 ORC 1 "The" 174
STAUB10 70 ORC 2 "employees" 259
STAUB10 70 ORC 3 "who" 195
STAUB10 70 ORC 4 "the" 161
STAUB10 70 ORC 3 "who" 394
STAUB10 70 ORC 5 "fireman" 168
STAUB10 70 ORC 6 "noticed" 243
STAUB10 70 ORC 7 "hurried" 169
STAUB10 70 ORC 8 "to" 145
STAUB10 70 ORC 9 "the" 145
STAUB10 70 ORC 10 "clinic" 162
STAUB10 71 SRC 1 "The" 422
STAUB10 71 SRC 1 "The" 217
STAUB10 71 SRC 2 "employees" 225
STAUB10 71 SRC 3 "who" 333
STAUB10 71 SRC 5 "the" 538
STAUB10 71 SRC 6 "fireman" 546
STAUB10 71 SRC 7 "hurried" 521
STAUB10 71 SRC 8 "to" 500
STAUB10 71 SRC 9 "the" 156
STAUB10 71 SRC 10 "clinic" 413
STAUB10 71 ORC 1 "The" 395
STAUB10 71 ORC 1 "The" 205
STAUB10 71 ORC 2 "employees" 363
STAUB10 71 ORC 4 "the" 139
STAUB10 71 ORC 5 "fireman" 547
STAUB10 71 ORC 3 "who" 271
STAUB10 71 ORC 4 "the" 210
STAUB10 71 ORC 5 "fireman" 649
STAUB10 71 ORC 7 "hurried" 255
STAUB10 71 ORC 8 "to" 337
STAUB10 72 SRC 1 "The" 415
STAUB10 72 SRC 1 "The" 236
STAUB10 72 SRC 2 "employees" 189
STAUB10 72 SRC 3 "who" 195
STAUB10 72 SRC 4 "noticed" 221
STAUB10 72 SRC 5 "the" 211
STAUB10 72 SRC 6 "fireman" 255
STAUB10 72 SRC 7 "hurried" 278
STAUB10 72 SRC 9 "the" 515
STAUB10 72 SRC 10 "clinic" 509
STAUB10 72 ORC 1 "The" 416
STAUB10 72 ORC 1 "The" 187
STAUB10 72 ORC 2 "employees" 153
STAUB10 72 ORC 3 "who" 272
STAUB10 72 ORC 4 "the" 208
STAUB10 72 ORC 1 "The" 185
STAUB10 72 ORC 2 "employees" 225
STAUB10 72 ORC 3 "who" 201
STAUB10 72 ORC 4 "the" 199
STAUB10 72 ORC 5 "fireman" 199
STAUB10 72 ORC 6 "noticed" 163
STAUB10 72 ORC 7 "hurried" 188
STAUB10 72 ORC 8 "to" 199
STAUB10 72 ORC 9 "the" 319
STAUB10 73 SRC 1 "The" 565
STAUB10 73 SRC 2 "employees" 177
STAUB10 73 SRC 3 "who" 284
STAUB10 73 SRC 4 "noticed" 212
STAUB10 73 SRC 5 "the" 185
STAUB10 73 SRC 6 "fireman" 202
STAUB10 73 SRC 7 "hurried" 150
STAUB10 73 SRC 8 "to" 195
STAUB10 73 SRC 9 "the" 192
STAUB10 73 SRC 10 "clinic" 196
STAUB10 73 ORC 1 "The" 423
STAUB10 73 ORC 1 "The" 405
STAUB10 73 ORC 3 "who" 247
STAUB10 73 ORC 4 "the" 170
STAUB10 73 ORC 1 "The" 130
STAUB10 73 ORC 1 "The" 169
STAUB10 73 ORC 2 "employees" 231
STAUB10 73 ORC 3 "who" 293
STAUB10 73 ORC 5 "fireman" 259
STAUB10 73 ORC 6 "noticed" 144
STAUB10 73 ORC 7 "hurried" 220
STAUB10 73 ORC 8 "to" 356
STAUB10 73 ORC 10 "clinic" 133
STAUB10 74 SRC 1 "The" 440
STAUB10 74 SRC 1 "The" 323
STAUB10 74 SRC 3 "who" 278
STAUB10 74 SRC 4 "noticed" 187
STAUB10 74 SRC 5 "the" 208
STAUB10 74 SRC 6 "fireman" 168
STAUB10 74 SRC 7 "hurried" 211
STAUB10 74 SRC 8 "to" 191
STAUB10 74 SRC 9 "the" 196
STAUB10 74 SRC 10 "clinic" 210
STAUB10 74 ORC 1 "The" 425
STAUB10 74 ORC 1 "The" 299
STAUB10 74 ORC 4 "the" 317
STAUB10 74 ORC 4 "the" 192
STAUB10 74 ORC 1 "The" 292
STAUB10 74 ORC 2 "employees" 193
STAUB10 74 ORC 3 "who" 143
STAUB10 74 ORC 4 "the" 206
STAUB10 74 ORC 5 "fireman" 188
STAUB10 74 ORC 6 "noticed" 199
STAUB10 74 ORC 7 "hurried" 181
STAUB10 74 ORC 8 "to" 201
STAUB10 74 ORC 9 "the" 308
STAUB10 75 SRC 1 "The" 594
STAUB10 75 SRC 2 "employees" 206
STAUB10 75 SRC 3 "who" 302
STAUB10 75 SRC 5 "the" 531
STAUB10 75 SRC 6 "fireman" 533
STAUB10 75 SRC 7 "hurried" 499
STAUB10 75 SRC 8 "to" 420
STAUB10 75 SRC 9 "the" 541
STAUB10 75 SRC 10 "clinic" 490
STAUB10 75 ORC 1 "The" 435
STAUB10 75 ORC 1 "The" 151
STAUB10 75 ORC 2 "employees" 216
STAUB10 75 ORC 3 "who" 321
STAUB10 75 ORC 5 "fireman" 474
STAUB10 75 ORC 2 "employees" 250
STAUB10 75 ORC 4 "the" 228
STAUB10 75 ORC 5 "fireman" 488
STAUB10 75 ORC 6 "noticed" 327
STAUB10 75 ORC 8 "to" 371
STAUB10 76 SRC 1 "The" 480
STAUB10 76 SRC 1 "The" 178
STAUB10 76 SRC 2 "employees" 203
STAUB10 76 SRC 3 "who" 217
STAUB10 76 SRC 4 "noticed" 199
STAUB10 76 SRC 5 "the" 182
STAUB10 76 SRC 6 "fireman" 212
STAUB10 76 SRC 7 "hurried" 131
STAUB10 76 SRC 8 "to" 191
STAUB10 76 SRC 9 "the" 333
STAUB10 76 ORC 1 "The" 606
STAUB10 76 ORC 2 "employees" 189
STAUB10 76 ORC 3 "who" 318
STAUB10 76 ORC 5 "fireman" 510
STAUB10 76 ORC 3 "who" 228
STAUB10 76 ORC 4 "the" 265
STAUB10 76 ORC 5 "fireman" 472
STAUB10 76 ORC 6 "noticed" 462
STAUB10 76 ORC 10 "clinic" 322
STAUB10 77 SRC 1 "The" 468
STAUB10 77 SRC 1 "The" 191
STAUB10 77 SRC 2 "employees" 188
STAUB10 77 SRC 3 "who" 355
STAUB10 77 SRC 5 "the" 544
STAUB10 77 SRC 6 "fireman" 526
STAUB10 77 SRC 7 "hurried" 529
STAUB10 77 SRC 8 "to" 462
STAUB10 77 SRC 9 "the" 530
STAUB10 77 SRC 10 "clinic" 451
STAUB10 77 ORC 1 "The" 407
STAUB10 77 ORC 1 "The" 197
STAUB10 77 ORC 2 "employees" 185
STAUB10 77 ORC 3 "who" 312
STAUB10 77 ORC 5 "fireman" 587
STAUB10 77 ORC 3 "who" 272
STAUB10 77 ORC 4 "the" 238
STAUB10 77 ORC 5 "fireman" 446
STAUB10 77 ORC 6 "noticed" 283
STAUB10 77 ORC 9 "the" 373
STAUB10 78 SRC 1 "The" 409
STAUB10 78 SRC 1 "The" 372
STAUB10 78 SRC 3 "who" 215
STAUB10 78 SRC 4 "noticed" 210
STAUB10 78 SRC 5 "the" 383
STAUB10 78 SRC 7 "hurried" 204
STAUB10 78 SRC 8 "to" 214
STAUB10 78 SRC 9 "the" 220
STAUB10 78 SRC 10 "clinic" 187
STAUB10 78 ORC 1 "The" 454
STAUB10 78 ORC 1 "The" 177
STAUB10 78 ORC 2 "employees" 133
STAUB10 78 ORC 3 "who" 290
STAUB10 78 ORC 4 "the" 221
STAUB10 78 ORC 1 "The" 162
STAUB10 78 ORC 1 "The" 292
STAUB10 78 ORC 3 "who" 311
STAUB10 78 ORC 5 "fireman" 283
STAUB10 78 ORC 6 "noticed" 182
STAUB10 78 ORC 7 "hurried" 246
STAUB10 78 ORC 9 "the" 543
STAUB10 78 ORC 10 "clinic" 509
STAUB10 79 SRC 1 "The" 547
STAUB10 79 SRC 2 "employees" 226
STAUB10 79 SRC 3 "who" 195
STAUB10 79 SRC 4 "noticed" 240
STAUB10 79 SRC 5 "the" 189
STAUB10 79 SRC 6 "fireman" 219
STAUB10 79 SRC 7 "hurried" 355
STAUB10 79 SRC 9 "the" 172
STAUB10 79 SRC 10 "clinic" 212
STAUB10 79 ORC 1 "The" 483
STAUB10 79 ORC 1 "The" 222
STAUB10 79 ORC 2 "employees" 324
STAUB10 79 ORC 4 "the" 217
STAUB10 79 ORC 5 "fireman" 428
STAUB10 79 ORC 4 "the" 517
STAUB10 79 ORC 5 "fireman" 394
STAUB10 79 ORC 6 "noticed" 301
STAUB10 79 ORC 8 "to" 343
STAUB10 80 SRC 1 "The" 545
STAUB10 80 SRC 2 "employees" 392
STAUB10 80 SRC 4 "noticed" 157
STAUB10 80 SRC 5 "the" 516
STAUB10 80 SRC 6 "fireman" 480
STAUB10 80 SRC 7 "hurried" 545
STAUB10 80 SRC 8 "to" 416
STAUB10 80 SRC 9 "the" 450
STAUB10 80 SRC 10 "clinic" 490
STAUB10 80 ORC 1 "The" 434
STAUB10 80 ORC 1 "The" 170
STAUB10 80 ORC 2 "employees" 142
STAUB10 80 ORC 3 "who" 228
STAUB10 80 ORC 4 "the" 172
STAUB10 80 ORC 2 "employees" 215
STAUB10 80 ORC 3 "who" 321
STAUB10 80 ORC 5 "fireman" 201
STAUB10 80 ORC 6 "noticed" 205
STAUB10 80 ORC 7 "hurried" 172
STAUB10 80 ORC 8 "to" 188
STAUB10 80 ORC 9 "the" 169
STAUB10 80 ORC 10 "clinic" 130
STAUB10 81 SRC 1 "The" 573
STAUB10 81 SRC 2 "employees" 202
STAUB10 81 SRC 3 "who" 370
STAUB10 81 SRC 5 "the" 520
STAUB10 81 SRC 6 "fireman" 579
STAUB10 81 SRC 7 "hurried" 445
STAUB10 81 SRC 8 "to" 527
STAUB10 81 SRC 9 "the" 146
STAUB10 81 SRC 10 "clinic" 351
STAUB10 81 ORC 1 "The" 395
STAUB10 81 ORC 1 "The" 156
STAUB10 81 ORC 2 "employees" 253
STAUB10 81 ORC 3 "who" 392
STAUB10 81 ORC 3 "who" 493
STAUB10 81 ORC 4 "the" 221
STAUB10 81 ORC 5 "fireman" 196
STAUB10 81 ORC 6 "noticed" 229
STAUB10 81 ORC 7 "hurried" 181
STAUB10 81 ORC 8 "to" 315
STAUB10 81 ORC 10 "clinic" 269
STAUB10 82 SRC 1 "The" 437
STAUB10 82 SRC 1 "The" 198
STAUB10 82 SRC 2 "employees" 226
STAUB10 82 SRC 3 "who" 340
STAUB10 82 SRC 5 "the" 508
STAUB10 82 SRC 6 "fireman" 521
STAUB10 82 SRC 7 "hurried" 463
STAUB10 82 SRC 8 "to" 562
STAUB10 82 SRC 9 "the" 487
STAUB10 82 SRC 10 "clinic" 510
STAUB10 82 ORC 1 "The" 638
STAUB10 82 ORC 2 "employees" 157
STAUB10 82 ORC 3 "who" 345
STAUB10 82 ORC 5 "fireman" 478
STAUB10 82 ORC 3 "who" 274
STAUB10 82 ORC 4 "the" 232
STAUB10 82 ORC 5 "fireman" 539
STAUB10 82 ORC 7 "hurried" 321
STAUB10 82 ORC 9 "the" 265
STAUB10 83 SRC 1 "The" 413
STAUB10 83 SRC 1 "The" 153
STAUB10 83 SRC 2 "employees" 178
STAUB10 83 SRC 3 "who" 378
STAUB10 83 SRC 5 "the" 247
STAUB10 83 SRC 6 "fireman" 215
STAUB10 83 SRC 7 "hurried" 225
STAUB10 83 SRC 8 "to" 178
STAUB10 83 SRC 9 "the" 331
STAUB10 83 ORC 1 "The" 447
STAUB10 83 ORC 1 "The" 162
STAUB10 83 ORC 2 "employees" 216
STAUB10 83 ORC 3 "who" 295
STAUB10 83 ORC 4 "the" 189
STAUB10 83 ORC 5 "fireman" 134
STAUB10 83 ORC 6 "noticed" 297
STAUB10 83 ORC 8 "to" 533
STAUB10 83 ORC 9 "the" 482
STAUB10 83 ORC 10 "clinic" 529
STAUB10 84 SRC 1 "The" 434
STAUB10 84 SRC 1 "The" 161
STAUB10 84 SRC 2 "employees" 275
STAUB10 84 SRC 3 "who" 379
STAUB10 84 SRC 5 "the" 190
STAUB10 84 SRC 6 "fireman" 194
STAUB10 84 SRC 7 "hurried" 292
STAUB10 84 SRC 9 "the" 529
STAUB10 84 SRC 10 "clinic" 400
STAUB10 84 ORC 1 "The" 437
STAUB10 84 ORC 1 "The" 156
STAUB10 84 ORC 2 "employees" 176
STAUB10 84 ORC 3 "who" 291
STAUB10 84 ORC 5 "fireman" 584
STAUB10 84 ORC 3 "who" 233
STAUB10 84 ORC 4 "the" 232
STAUB10 84 ORC 5 "fireman" 580
STAUB10 84 ORC 7 "hurried" 250
STAUB10 84 ORC 9 "the" 129
STAUB10 84 ORC 10 "clinic" 163
STAUB10 85 SRC 1 "The" 476
STAUB10 85 SRC 1 "The" 198
STAUB10 85 SRC 2 "employees" 229
STAUB10 85 SRC 3 "who" 352
STAUB10 85 SRC 5 "the" 223
STAUB10 85 SRC 6 "fireman" 165
STAUB10 85 SRC 7 "hurried" 182
STAUB10 85 SRC 8 "to" 192
STAUB10 85 SRC 9 "the" 166
STAUB10 85 SRC 10 "clinic" 139
STAUB10 85 ORC 1 "The" 454
STAUB10 85 ORC 1 "The" 156
STAUB10 85 ORC 2 "employees" 138
STAUB10 85 ORC 3 "who" 242
STAUB10 85 ORC 4 "the" 226
STAUB10 85 ORC 1 "The" 394
STAUB10 85 ORC 2 "employees" 370
STAUB10 85 ORC 5 "fireman" 210
STAUB10 85 ORC 6 "noticed" 189
STAUB10 85 ORC 7 "hurried" 228
STAUB10 85 ORC 8 "to" 399
STAUB10 85 ORC 9 "the" 468
STAUB10 85 ORC 10 "clinic" 430
STAUB10 86 SRC 1 "The" 600
STAUB10 86 SRC 2 "employees" 229
STAUB10 86 SRC 3 "who" 330
STAUB10 86 SRC 5 "the" 524
STAUB10 86 SRC 6 "fireman" 469
STAUB10 86 SRC 7 "hurried" 518
STAUB10 86 SRC 8 "to" 480
STAUB10 86 SRC 9 "the" 423
STAUB10 86 SRC 10 "clinic" 516
STAUB10 86 ORC 1 "The" 439
STAUB10 86 ORC 1 "The" 187
STAUB10 86 ORC 2 "employees" 192
STAUB10 86 ORC 3 "who" 199
STAUB10 86 ORC 4 "the" 126
STAUB10 86 ORC 4 "the" 307
STAUB10 86 ORC 5 "fireman" 189
STAUB10 86 ORC 6 "noticed" 291
STAUB10 86 ORC 8 "to" 513
STAUB10 86 ORC 9 "the" 459
STAUB10 86 ORC 10 "clinic" 523
STAUB10 87 SRC 1 "The" 403
STAUB10 87 SRC 1 "The" 237
STAUB10 87 SRC 2 "employees" 187
STAUB10 87 SRC 3 "who" 253
STAUB10 87 SRC 4 "noticed" 197
STAUB10 87 SRC 4 "noticed" 183
STAUB10 87 SRC 6 "fireman" 159
STAUB10 87 SRC 7 "hurried" 152
STAUB10 87 SRC 8 "to" 395
STAUB10 87 SRC 10 "clinic" 190
STAUB10 87 ORC 1 "The" 433
STAUB10 87 ORC 1 "The" 175
STAUB10 87 ORC 2 "employees" 215
STAUB10 87 ORC 3 "who" 205
STAUB10 87 ORC 4 "the" 216
STAUB10 87 ORC 1 "The" 244
STAUB10 87 ORC 2 "employees" 195
STAUB10 87 ORC 3 "who" 357
STAUB10 87 ORC 5 "fireman" 188
STAUB10 87 ORC 6 "noticed" 135
STAUB10 87 ORC 7 "hurried" 173
STAUB10 87 ORC 8 "to" 563
STAUB10 87 ORC 9 "the" 473
STAUB10 87 ORC 10 "clinic" 444
STAUB10 88 SRC 1 "The" 558
STAUB10 88 SRC 2 "employees" 177
STAUB10 88 SRC 3 "who" 265
STAUB10 88 SRC 4 "noticed" 208
STAUB10 88 SRC 5 "the" 301
STAUB10 88 SRC 7 "hurried" 213
STAUB10 88 SRC 8 "to" 379
STAUB10 88 SRC 10 "clinic" 174
STAUB10 88 ORC 1 "The" 438
STAUB10 88 ORC 1 "The" 150
STAUB10 88 ORC 2 "employees" 191
STAUB10 88 ORC 3 "who" 254
STAUB10 88 ORC 4 "the" 178
STAUB10 88 ORC 3 "who" 179
STAUB10 88 ORC 4 "the" 154
STAUB10 88 ORC 5 "fireman" 220
STAUB10 88 ORC 6 "noticed" 265
STAUB10 88 ORC 7 "hurried" 181
STAUB10 88 ORC 8 "to" 183
STAUB10 88 ORC 9 "the" 157
STAUB10 88 ORC 10 "clinic" 279
STAUB10 89 SRC 1 "The" 403
STAUB10 89 SRC 1 "The" 167
STAUB10 89 SRC 2 "employees" 347
STAUB10 89 SRC 4 "noticed" 180
STAUB10 89 SRC 5 "the" 502
STAUB10 89 SRC 6 "fireman" 502
STAUB10 89 SRC 7 "hurried" 426
STAUB10 89 SRC 8 "to" 533
STAUB10 89 SRC 9 "the" 473
STAUB10 89 SRC 10 "clinic" 504
STAUB10 89 ORC 1 "The" 432
STAUB10 89 ORC 1 "The" 163
STAUB10 89 ORC 2 "employees" 223
STAUB10 89 ORC 3 "who" 236
STAUB10 89 ORC 4 "the" 189
STAUB10 89 ORC 5 "fireman" 485
STAUB10 89 ORC 2 "employees" 255
STAUB10 89 ORC 3 "who" 298
STAUB10 89 ORC 5 "fireman" 574
STAUB10 89 ORC 7 "hurried" 432
STAUB10 89 ORC 10 "clinic" 212
STAUB10 90 SRC 1 "The" 450
STAUB10 90 SRC 1 "The" 184
STAUB10 90 SRC 2 "employees" 173
STAUB10 90 SRC 3 "who" 401
STAUB10 90 SRC 5 "the" 216
STAUB10 90 SRC 6 "fireman" 153
STAUB10 90 SRC 7 "hurried" 236
STAUB10 90 SRC 8 "to" 203
STAUB10 90 SRC 9 "the" 173
STAUB10 90 SRC 10 "clinic" 167
STAUB10 90 ORC 1 "The" 460
STAUB10 90 ORC 1 "The" 204
STAUB10 90 ORC 2 "employees" 145
STAUB10 90 ORC 3 "who" 249
STAUB10 90 ORC 4 "the" 166
STAUB10 90 ORC 3 "who" 266
STAUB10 90 ORC 4 "the" 132
STAUB10 90 ORC 5 "fireman" 289
STAUB10 90 ORC 7 "hurried" 637
STAUB10 90 ORC 9 "the" 396
STAUB10 90 ORC 10 "clinic" 351
STAUB10 91 SRC 1 "The" 426
STAUB10 91 SRC 1 "The" 141
STAUB10 91 SRC 2 "employees" 124
STAUB10 91 SRC 3 "who" 405
STAUB10 91 SRC 5 "the" 521
STAUB10 91 SRC 6 "fireman" 427
STAUB10 91 SRC 7 "hurried" 528
STAUB10 91 SRC 8 "to" 475
STAUB10 91 SRC 9 "the" 499
STAUB10 91 SRC 10 "clinic" 504
STAUB10 91 ORC 1 "The" 386
STAUB10 91 ORC 1 "The" 210
STAUB10 91 ORC 2 "employees" 350
STAUB10 91 ORC 4 "the" 260
STAUB10 91 ORC 5 "fireman" 415
STAUB10 91 ORC 2 "employees" 210
STAUB10 91 ORC 3 "who" 193
STAUB10 91 ORC 4 "the" 172
STAUB10 91 ORC 5 "fireman" 563
STAUB10 91 ORC 7 "hurried" 404
STAUB10 91 ORC 10 "clinic" 198
STAUB10 92 SRC 1 "The" 412
STAUB10 92 SRC 1 "The" 204
STAUB10 92 SRC 2 "employees" 205
STAUB10 92 SRC 3 "who" 251
STAUB10 92 SRC 4 "noticed" 353
STAUB10 92 SRC 6 "fireman" 195
STAUB10 92 SRC 7 "hurried" 232
STAUB10 92 SRC 9 "the" 496
STAUB10 92 SRC 10 "clinic" 461
STAUB10 92 ORC 1 "The" 439
STAUB10 92 ORC 1 "The" 159
STAUB10 92 ORC 2 "employees" 141
STAUB10 92 ORC 3 "who" 270
STAUB10 92 ORC 4 "the" 219
STAUB10 92 ORC 1 "The" 237
STAUB10 92 ORC 2 "employees" 243
STAUB10 92 ORC 3 "who" 162
STAUB10 92 ORC 4 "the" 161
STAUB10 92 ORC 5 "fireman" 260
STAUB10 92 ORC 6 "noticed" 343
STAUB10 92 ORC 9 "the" 458
STAUB10 92 ORC 9 "the" 517
STAUB10 92 ORC 10 "clinic" 525
STAUB10 93 SRC 1 "The" 451
STAUB10 93 SRC 1 "The" 178
STAUB10 93 SRC 2 "employees" 174
STAUB10 93 SRC 3 "who" 272
STAUB10 93 SRC 4 "noticed" 163
STAUB10 93 SRC 5 "the" 213
STAUB10 93 SRC 6 "fireman" 291
STAUB10 93 SRC 8 "to" 197
STAUB10 93 SRC 9 "the" 218
STAUB10 93 SRC 10 "clinic" 161
STAUB10 93 ORC 1 "The" 572
STAUB10 93 ORC 2 "employees" 217
STAUB10 93 ORC 3 "who" 390
STAUB10 93 ORC 1 "The" 221
STAUB10 93 ORC 2 "employees" 308
STAUB10 93 ORC 4 "the" 287
STAUB10 93 ORC 5 "fireman" 156
STAUB10 93 ORC 6 "noticed" 170
STAUB10 93 ORC 7 "hurried" 232
STAUB10 93 ORC 8 "to" 372
STAUB10 93 ORC 9 "the" 470
STAUB10 93 ORC 10 "clinic" 516
STAUB10 94 SRC 1 "The" 683
STAUB10 94 SRC 3 "who" 587
STAUB10 94 SRC 4 "noticed" 571
STAUB10 94 SRC 5 "the" 440
STAUB10 94 SRC 6 "fireman" 527
STAUB10 94 SRC 7 "hurried" 570
STAUB10 94 SRC 8 "to" 429
STAUB10 94 SRC 9 "the" 166
STAUB10 94 SRC 10 "clinic" 317
STAUB10 94 ORC 1 "The" 447
STAUB10 94 ORC 1 "The" 217
STAUB10 94 ORC 2 "employees" 154
STAUB10 94 ORC 3 "who" 371
STAUB10 94 ORC 5 "fireman" 473
STAUB10 94 ORC 2 "employees" 403
STAUB10 94 ORC 3 "who" 179
STAUB10 94 ORC 5 "fireman" 565
STAUB10 94 ORC 7 "hurried" 417
STAUB10 94 ORC 10 "clinic" 232
STAUB10 95 SRC 1 "The" 403
STAUB10 95 SRC 1 "The" 193
STAUB10 95 SRC 2 "employees" 180
STAUB10 95 SRC 3 "who" 224
STAUB10 95 SRC 4 "noticed" 198
STAUB10 95 SRC 5 "the" 172
STAUB10 95 SRC 6 "fireman" 257
STAUB10 95 SRC 7 "hurried" 366
STAUB10 95 SRC 10 "clinic" 252
STAUB10 95 SRC 10 "clinic" 158
STAUB10 95 ORC 1 "The" 421
STAUB10 95 ORC 1 "The" 280
STAUB10 95 ORC 3 "who" 360
STAUB10 95 ORC 4 "the" 171
STAUB10 95 ORC 3 "who" 285
STAUB10 95 ORC 4 "the" 168
STAUB10 95 ORC 5 "fireman" 156
STAUB10 95 ORC 6 "noticed" 218
STAUB10 95 ORC 7 "hurried" 268
STAUB10 95 ORC 9 "the" 514
STAUB10 95 ORC 10 "clinic" 562
STAUB10 96 SRC 1 "The" 416
STAUB10 96 SRC 1 "The" 223
STAUB10 96 SRC 2 "employees" 232
STAUB10 96 SRC 3 "who" 406
STAUB10 96 SRC 5 "the" 212
STAUB10 96 SRC 6 "fireman" 215
STAUB10 96 SRC 7 "hurried" 149
STAUB10 96 SRC 8 "to" 189
STAUB10 96 SRC 9 "the" 149
STAUB10 96 SRC 10 "clinic" 169
STAUB10 96 ORC 1 "The" 454
STAUB10 96 ORC 1 "The" 155
STAUB10 96 ORC 2 "employees" 229
STAUB10 96 ORC 3 "who" 373
STAUB10 96 ORC 1 "The" 254
